studentID	moduleID	grade_points	timestamp
129	597	0.0	10.0
129	743	20.0	14.0
129	744	18.0	5.0
129	30	16.0	1.0
129	202	0.0	10.0
129	159	14.0	14.0
129	150	0.0	6.0
129	371	20.0	14.0
129	7	0.0	10.0
129	11	0.0	6.0
129	10	10.0	2.0
129	27	16.0	2.0
129	15	14.0	1.0
129	745	0.0	14.0
129	16	8.0	1.0
129	60	0.0	10.0
129	23	40.0	14.0
129	18	16.0	2.0
129	0	10.0	1.0
129	659	16.0	14.0
129	163	14.0	6.0
129	25	0.0	6.0
130	24	0.0	5.0
130	12	0.0	2.0
130	30	14.0	5.0
130	2	10.0	2.0
130	60	0.0	1.0
130	25	0.0	5.0
130	746	0.0	1.0
130	6	14.0	6.0
130	7	20.0	6.0
130	15	0.0	1.0
130	26	10.0	2.0
130	11	0.0	5.0
130	16	8.0	1.0
130	163	18.0	6.0
130	27	12.0	2.0
130	10	14.0	2.0
130	372	10.0	9.0
130	3	8.0	5.0
130	5	16.0	9.0
130	584	20.0	9.0
130	205	16.0	9.0
130	0	12.0	1.0
130	29	14.0	6.0
130	327	0.0	9.0
130	1	0.0	6.0
131	1	10.0	5.0
131	369	0.0	14.0
131	747	0.0	14.0
131	75	0.0	9.0
131	24	8.0	9.0
131	748	20.0	5.0
131	26	8.0	1.0
131	38	20.0	14.0
131	146	18.0	5.0
131	5	0.0	10.0
131	7	0.0	10.0
131	4	10.0	14.0
131	112	0.0	10.0
131	468	18.0	14.0
131	37	0.0	9.0
131	2	14.0	1.0
131	134	0.0	2.0
131	151	16.0	10.0
131	12	14.0	5.0
131	3	0.0	5.0
131	0	16.0	2.0
131	30	10.0	5.0
131	327	0.0	14.0
131	10	0.0	1.0
131	467	12.0	16.0
131	118	16.0	2.0
131	15	12.0	2.0
131	11	16.0	9.0
131	79	0.0	2.0
131	16	10.0	2.0
131	149	16.0	14.0
131	27	10.0	1.0
131	121	0.0	1.0
131	14	14.0	10.0
131	25	14.0	9.0
132	749	20.0	2.0
132	7	20.0	17.0
132	454	20.0	1.0
132	750	20.0	6.0
132	171	20.0	2.0
132	345	18.0	2.0
132	751	18.0	5.0
132	752	67.5	18.0
132	219	0.0	5.0
132	753	0.0	10.0
132	273	0.0	2.0
132	356	18.0	17.0
132	500	18.0	5.0
132	754	18.0	6.0
132	575	18.0	1.0
132	12	20.0	14.0
132	592	20.0	6.0
132	173	0.0	5.0
132	563	20.0	10.0
132	55	20.0	14.0
132	84	20.0	17.0
132	225	0.0	10.0
132	556	18.0	14.0
132	755	18.0	2.0
132	25	16.0	10.0
132	10	20.0	6.0
132	202	20.0	1.0
132	756	0.0	10.0
132	558	16.0	1.0
132	757	0.0	14.0
132	325	18.0	1.0
132	555	20.0	18.0
132	64	18.0	17.0
132	501	16.0	5.0
132	594	0.0	6.0
132	36	0.0	2.0
132	758	22.5	10.0
132	341	0.0	6.0
132	273	0.0	5.0
132	14	16.0	17.0
132	759	25.0	18.0
133	206	0.0	10.0
133	172	0.0	14.0
133	2	0.0	2.0
133	373	0.0	5.0
133	11	12.0	5.0
133	392	0.0	1.0
133	12	0.0	2.0
133	24	12.0	5.0
133	7	0.0	6.0
133	2	0.0	1.0
133	409	18.0	14.0
133	15	0.0	1.0
133	163	14.0	9.0
133	18	14.0	2.0
133	218	16.0	9.0
133	26	0.0	1.0
133	1	14.0	6.0
133	25	14.0	6.0
133	27	14.0	1.0
133	215	16.0	9.0
133	362	14.0	14.0
133	10	12.0	5.0
133	470	16.0	6.0
133	3	12.0	6.0
133	30	16.0	2.0
133	368	18.0	14.0
133	377	18.0	9.0
133	336	18.0	6.0
133	159	16.0	9.0
133	0	12.0	5.0
133	50	16.0	14.0
133	16	0.0	2.0
133	213	20.0	10.0
134	108	0.0	2.0
134	223	14.0	14.0
134	596	0.0	10.0
134	405	12.0	5.0
134	10	0.0	2.0
134	12	0.0	5.0
134	155	12.0	9.0
134	359	0.0	6.0
134	7	8.0	10.0
134	0	0.0	1.0
134	11	0.0	6.0
134	215	18.0	14.0
134	80	12.0	9.0
134	588	20.0	5.0
134	216	16.0	1.0
134	163	12.0	9.0
134	25	14.0	6.0
134	15	0.0	1.0
134	760	0.0	9.0
134	23	40.0	14.0
134	27	0.0	2.0
134	2	12.0	2.0
134	5	10.0	10.0
134	363	14.0	10.0
134	3	6.0	5.0
134	26	14.0	2.0
134	218	14.0	9.0
134	30	0.0	1.0
134	17	12.0	14.0
134	634	16.0	6.0
134	422	0.0	5.0
134	1	18.0	6.0
134	368	14.0	10.0
134	16	14.0	1.0
134	396	12.0	14.0
135	95	14.0	2.0
135	91	10.0	2.0
135	98	10.0	2.0
135	385	0.0	5.0
135	97	14.0	1.0
135	101	16.0	1.0
135	87	14.0	1.0
135	387	0.0	2.0
135	89	6.0	2.0
135	761	16.0	2.0
135	384	0.0	2.0
135	388	18.0	5.0
135	90	18.0	1.0
135	96	8.0	2.0
135	309	18.0	2.0
135	86	12.0	1.0
135	384	0.0	1.0
136	98	9.0	2.0
136	91	10.0	6.0
136	101	20.0	1.0
136	384	0.0	1.0
136	762	14.0	10.0
136	95	14.0	9.0
136	96	8.0	5.0
136	763	20.0	5.0
136	387	20.0	6.0
136	89	10.0	10.0
136	87	16.0	1.0
136	86	18.0	2.0
136	384	0.0	2.0
136	90	18.0	5.0
136	764	14.0	9.0
136	97	20.0	2.0
137	108	0.0	1.0
137	105	8.0	6.0
137	171	18.0	6.0
137	15	14.0	1.0
137	2	0.0	1.0
137	425	16.0	6.0
137	407	0.0	6.0
137	765	16.0	14.0
137	12	0.0	2.0
137	16	0.0	2.0
137	27	0.0	1.0
137	167	0.0	14.0
137	206	0.0	9.0
137	56	12.0	5.0
137	43	0.0	5.0
137	11	14.0	6.0
137	424	14.0	2.0
137	213	20.0	9.0
137	169	0.0	14.0
137	30	16.0	2.0
137	208	18.0	10.0
137	51	8.0	5.0
137	405	18.0	6.0
137	206	36.0	10.0
137	107	16.0	14.0
137	109	16.0	2.0
137	3	14.0	2.0
137	44	12.0	5.0
137	26	0.0	1.0
137	25	16.0	5.0
137	47	10.0	6.0
138	30	18.0	1.0
138	10	0.0	2.0
138	27	18.0	2.0
138	12	14.0	5.0
138	41	0.0	1.0
138	206	0.0	9.0
138	410	18.0	14.0
138	2	14.0	2.0
138	11	12.0	6.0
138	114	0.0	5.0
138	766	18.0	2.0
138	247	0.0	6.0
138	63	16.0	14.0
138	266	20.0	14.0
138	3	16.0	5.0
138	15	20.0	1.0
138	26	0.0	2.0
138	16	0.0	1.0
138	25	14.0	6.0
138	69	20.0	5.0
138	336	14.0	2.0
138	70	20.0	6.0
138	206	40.0	10.0
138	1	14.0	6.0
138	24	14.0	5.0
138	0	18.0	1.0
138	208	16.0	10.0
138	213	20.0	9.0
138	50	14.0	14.0
139	101	18.0	1.0
139	98	8.0	2.0
139	387	18.0	2.0
139	87	14.0	1.0
139	91	10.0	2.0
139	309	20.0	2.0
139	95	14.0	2.0
139	767	16.0	2.0
139	100	20.0	2.0
139	86	16.0	1.0
139	90	20.0	1.0
139	96	10.0	2.0
139	662	20.0	2.0
139	384	0.0	1.0
139	97	20.0	1.0
139	89	10.0	2.0
140	75	14.0	10.0
140	7	0.0	10.0
140	27	20.0	2.0
140	217	0.0	10.0
140	11	20.0	6.0
140	768	0.0	6.0
140	15	0.0	1.0
140	1	0.0	10.0
140	2	0.0	2.0
140	5	20.0	10.0
140	72	20.0	14.0
140	64	20.0	5.0
140	603	0.0	14.0
140	12	18.0	5.0
140	769	16.0	5.0
140	770	18.0	6.0
140	3	18.0	5.0
140	0	0.0	1.0
140	26	0.0	2.0
140	771	18.0	6.0
140	29	18.0	6.0
140	30	18.0	1.0
140	16	16.0	1.0
140	25	20.0	5.0
140	10	20.0	2.0
140	772	18.0	2.0
140	773	0.0	1.0
141	32	16.0	14.0
141	107	16.0	14.0
141	15	20.0	1.0
141	57	14.0	10.0
141	12	0.0	5.0
141	51	18.0	6.0
141	111	14.0	14.0
141	27	18.0	2.0
141	102	20.0	14.0
141	11	18.0	5.0
141	16	18.0	1.0
141	83	18.0	10.0
141	2	16.0	2.0
141	43	0.0	6.0
141	30	0.0	1.0
141	3	16.0	5.0
141	769	0.0	5.0
141	44	18.0	6.0
141	56	12.0	6.0
141	10	0.0	2.0
141	45	18.0	10.0
141	7	0.0	10.0
141	774	14.0	6.0
141	775	0.0	1.0
141	25	16.0	5.0
141	770	0.0	6.0
141	23	0.0	10.0
141	0	20.0	1.0
141	26	20.0	2.0
141	776	0.0	2.0
142	80	16.0	9.0
142	76	14.0	17.0
142	777	13.5	5.0
142	778	20.0	1.0
142	779	0.0	6.0
142	10	18.0	9.0
142	780	0.0	2.0
142	2	20.0	2.0
142	25	20.0	5.0
142	781	0.0	9.0
142	782	16.0	5.0
142	27	14.0	14.0
142	16	16.0	2.0
142	445	18.0	6.0
142	7	16.0	9.0
142	147	16.0	1.0
142	185	0.0	17.0
142	783	20.0	5.0
142	141	16.0	2.0
142	138	0.0	6.0
142	121	0.0	1.0
142	134	18.0	2.0
142	784	0.0	1.0
142	785	0.0	6.0
142	786	16.0	2.0
142	35	18.0	14.0
142	787	16.0	9.0
142	788	36.0	14.0
142	789	20.0	6.0
142	790	60.0	14.0
142	118	20.0	5.0
142	346	18.0	17.0
142	50	14.0	17.0
142	791	0.0	6.0
142	715	18.0	1.0
143	467	0.0	14.0
143	1	20.0	5.0
143	502	0.0	2.0
143	12	16.0	10.0
143	341	0.0	9.0
143	202	20.0	5.0
143	173	14.0	10.0
143	10	0.0	1.0
143	38	0.0	10.0
143	500	18.0	5.0
143	3	16.0	2.0
143	24	20.0	2.0
143	171	18.0	2.0
143	2	18.0	1.0
143	792	20.0	14.0
143	501	0.0	9.0
143	667	0.0	9.0
143	454	0.0	1.0
143	23	40.0	14.0
143	36	0.0	5.0
143	7	20.0	10.0
143	403	20.0	14.0
143	793	18.0	9.0
143	758	20.0	17.0
143	5	18.0	10.0
143	30	16.0	5.0
143	593	16.0	10.0
143	0	16.0	2.0
143	29	18.0	14.0
143	794	0.0	5.0
143	27	18.0	1.0
143	26	18.0	1.0
143	795	0.0	9.0
143	796	0.0	9.0
143	797	17.5	17.0
144	273	0.0	2.0
144	739	0.0	1.0
144	798	0.0	14.0
144	443	0.0	1.0
144	799	16.0	5.0
144	522	0.0	2.0
144	556	0.0	17.0
144	15	16.0	5.0
144	2	0.0	5.0
144	800	0.0	5.0
144	3	20.0	9.0
144	801	12.0	17.0
144	511	20.0	1.0
144	751	16.0	5.0
144	286	12.0	17.0
144	800	18.0	6.0
144	315	0.0	2.0
144	16	18.0	2.0
144	314	18.0	9.0
144	81	16.0	17.0
144	802	16.0	6.0
144	803	14.0	5.0
144	804	18.0	6.0
144	7	0.0	14.0
144	25	14.0	9.0
144	11	16.0	9.0
144	445	18.0	5.0
144	50	16.0	17.0
144	346	16.0	17.0
144	12	18.0	5.0
144	805	20.0	6.0
144	26	18.0	6.0
144	0	20.0	2.0
144	10	16.0	1.0
144	701	0.0	9.0
144	806	0.0	5.0
144	807	16.0	2.0
144	273	0.0	5.0
144	808	16.0	17.0
144	27	14.0	6.0
144	809	18.0	6.0
144	798	0.0	15.0
144	644	0.0	9.0
144	810	16.0	1.0
144	811	20.0	14.0
144	812	14.0	1.0
145	15	12.0	2.0
145	49	16.0	17.0
145	396	14.0	18.0
145	54	12.0	14.0
145	624	18.0	1.0
145	546	12.0	17.0
145	79	0.0	1.0
145	2	14.0	2.0
145	655	16.0	10.0
145	0	10.0	9.0
145	26	0.0	2.0
145	7	12.0	14.0
145	52	12.0	14.0
145	465	18.0	18.0
145	24	0.0	5.0
145	247	0.0	2.0
145	622	0.0	1.0
145	11	12.0	5.0
145	215	18.0	17.0
145	656	20.0	9.0
145	47	10.0	17.0
145	608	0.0	1.0
145	813	0.0	9.0
145	25	0.0	5.0
145	30	18.0	2.0
145	42	10.0	17.0
145	142	12.0	18.0
145	565	14.0	18.0
145	814	0.0	1.0
145	3	0.0	5.0
145	44	12.0	9.0
145	57	18.0	14.0
145	159	14.0	18.0
145	46	14.0	17.0
145	550	0.0	1.0
145	27	20.0	2.0
145	45	14.0	14.0
145	56	12.0	9.0
145	51	14.0	9.0
145	16	18.0	5.0
145	340	14.0	18.0
146	409	16.0	14.0
146	0	18.0	1.0
146	11	0.0	5.0
146	815	25.0	14.0
146	12	20.0	6.0
146	27	16.0	2.0
146	23	40.0	14.0
146	816	18.0	5.0
146	2	0.0	2.0
146	7	16.0	6.0
146	15	16.0	1.0
146	817	16.0	6.0
146	366	18.0	9.0
146	16	14.0	1.0
146	818	20.0	9.0
146	26	0.0	2.0
146	819	16.0	9.0
146	1	0.0	5.0
146	820	0.0	2.0
146	821	16.0	1.0
146	223	20.0	14.0
146	3	16.0	6.0
146	218	18.0	9.0
146	163	16.0	9.0
146	10	16.0	2.0
146	30	0.0	1.0
146	25	14.0	5.0
146	822	16.0	5.0
146	64	16.0	6.0
147	823	0.0	10.0
147	23	40.0	10.0
147	382	20.0	5.0
147	824	0.0	1.0
147	825	0.0	10.0
147	353	16.0	9.0
147	26	18.0	2.0
147	27	16.0	2.0
147	7	0.0	6.0
147	2	12.0	2.0
147	25	12.0	5.0
147	826	18.0	2.0
147	827	0.0	14.0
147	24	0.0	5.0
147	1	0.0	6.0
147	3	0.0	6.0
147	12	0.0	6.0
147	15	0.0	1.0
147	318	0.0	6.0
147	30	16.0	1.0
147	205	16.0	9.0
147	569	20.0	9.0
147	421	0.0	14.0
147	11	0.0	5.0
147	402	18.0	14.0
147	630	18.0	14.0
147	377	18.0	10.0
147	163	16.0	9.0
147	10	10.0	2.0
147	0	12.0	1.0
147	16	16.0	1.0
147	371	18.0	14.0
147	317	0.0	5.0
147	372	8.0	9.0
148	16	14.0	1.0
148	323	0.0	14.0
148	163	20.0	5.0
148	15	18.0	2.0
148	161	16.0	10.0
148	112	18.0	10.0
148	12	18.0	5.0
148	7	18.0	9.0
148	495	18.0	10.0
148	373	16.0	9.0
148	551	0.0	14.0
148	1	14.0	9.0
148	0	12.0	1.0
148	153	20.0	2.0
148	25	0.0	2.0
148	205	18.0	9.0
148	465	20.0	14.0
148	2	12.0	1.0
148	26	20.0	2.0
148	24	20.0	5.0
148	5	18.0	9.0
148	72	18.0	14.0
148	30	16.0	5.0
148	343	12.0	1.0
148	10	12.0	1.0
148	55	0.0	10.0
148	23	40.0	14.0
148	27	18.0	2.0
148	353	20.0	10.0
148	80	18.0	5.0
149	12	12.0	10.0
149	200	0.0	5.0
149	25	0.0	9.0
149	828	0.0	6.0
149	196	0.0	5.0
149	27	16.0	2.0
149	203	20.0	10.0
149	15	0.0	5.0
149	189	14.0	2.0
149	778	0.0	1.0
149	24	14.0	6.0
149	331	0.0	9.0
149	38	0.0	10.0
149	10	14.0	2.0
149	55	16.0	9.0
149	3	0.0	5.0
149	161	10.0	14.0
149	16	0.0	1.0
149	60	20.0	1.0
149	218	12.0	10.0
149	11	16.0	6.0
149	367	0.0	6.0
149	191	0.0	9.0
149	30	14.0	5.0
149	26	20.0	1.0
149	50	14.0	14.0
149	187	18.0	2.0
149	330	16.0	1.0
149	829	14.0	6.0
149	7	10.0	9.0
149	193	0.0	6.0
149	2	16.0	2.0
149	830	25.0	14.0
149	831	22.5	14.0
149	832	22.5	14.0
149	1	14.0	9.0
149	460	15.0	10.0
149	197	0.0	2.0
149	0	14.0	6.0
149	833	0.0	5.0
149	453	22.5	10.0
150	24	12.0	5.0
150	79	0.0	5.0
150	15	6.0	2.0
150	0	0.0	2.0
150	343	0.0	9.0
150	2	10.0	1.0
150	77	0.0	1.0
150	27	12.0	1.0
150	12	0.0	5.0
150	25	8.0	5.0
150	366	10.0	10.0
150	159	16.0	10.0
150	209	12.0	9.0
150	10	0.0	1.0
150	478	0.0	2.0
150	11	0.0	5.0
150	16	14.0	2.0
150	7	0.0	9.0
150	26	16.0	1.0
150	30	12.0	2.0
150	1	0.0	9.0
150	0	6.0	5.0
151	309	20.0	2.0
151	834	20.0	2.0
151	90	18.0	1.0
151	95	20.0	2.0
151	97	20.0	1.0
151	89	10.0	2.0
151	87	16.0	1.0
151	98	9.0	2.0
151	384	0.0	5.0
151	835	20.0	1.0
151	310	16.0	2.0
151	86	14.0	1.0
151	764	20.0	5.0
151	91	10.0	2.0
151	385	0.0	5.0
151	387	16.0	2.0
151	96	10.0	2.0
151	101	20.0	1.0
152	781	22.5	9.0
152	782	0.0	5.0
152	64	14.0	14.0
152	270	0.0	5.0
152	121	16.0	1.0
152	147	0.0	1.0
152	2	0.0	1.0
152	11	0.0	6.0
152	789	14.0	6.0
152	39	16.0	17.0
152	15	20.0	2.0
152	10	20.0	6.0
152	791	0.0	6.0
152	7	0.0	9.0
152	786	0.0	2.0
152	27	10.0	9.0
152	780	0.0	2.0
152	134	18.0	2.0
152	25	16.0	5.0
152	836	16.0	14.0
152	779	0.0	6.0
152	357	14.0	17.0
152	3	18.0	6.0
152	837	0.0	9.0
152	778	0.0	1.0
152	838	0.0	14.0
152	839	0.0	17.0
152	111	16.0	18.0
152	785	0.0	5.0
152	35	18.0	9.0
152	777	0.0	1.0
152	840	0.0	1.0
152	787	0.0	9.0
152	841	0.0	5.0
152	839	60.0	18.0
152	842	0.0	5.0
152	843	20.0	18.0
152	844	14.0	6.0
152	845	18.0	14.0
152	783	0.0	5.0
152	846	14.0	17.0
152	23	36.0	14.0
152	40	16.0	14.0
152	383	0.0	2.0
152	16	16.0	2.0
153	229	20.0	1.0
153	241	18.0	1.0
153	230	16.0	1.0
153	244	18.0	2.0
153	245	16.0	2.0
153	242	20.0	5.0
153	238	20.0	1.0
153	228	20.0	1.0
153	231	20.0	5.0
153	234	20.0	2.0
153	235	20.0	5.0
153	243	16.0	2.0
153	227	0.0	1.0
153	232	18.0	1.0
153	237	20.0	5.0
153	239	20.0	5.0
153	236	20.0	5.0
153	227	0.0	2.0
153	233	18.0	2.0
153	240	14.0	2.0
153	227	0.0	5.0
154	12	0.0	5.0
154	847	18.0	6.0
154	658	10.0	14.0
154	3	14.0	6.0
154	10	18.0	2.0
154	848	18.0	2.0
154	109	16.0	5.0
154	108	0.0	1.0
154	158	20.0	10.0
154	219	0.0	14.0
154	15	16.0	1.0
154	655	20.0	6.0
154	11	0.0	5.0
154	26	20.0	2.0
154	657	10.0	14.0
154	64	20.0	5.0
154	562	0.0	14.0
154	375	20.0	6.0
154	30	18.0	1.0
154	397	20.0	14.0
154	25	14.0	5.0
154	226	20.0	6.0
154	27	20.0	2.0
154	23	40.0	10.0
154	194	20.0	10.0
154	7	0.0	6.0
154	2	0.0	2.0
154	0	18.0	1.0
154	412	16.0	10.0
154	368	20.0	10.0
154	16	20.0	1.0
154	160	18.0	14.0
155	55	20.0	14.0
155	215	18.0	9.0
155	3	0.0	6.0
155	69	18.0	14.0
155	25	0.0	5.0
155	849	0.0	5.0
155	1	0.0	6.0
155	27	0.0	1.0
155	746	0.0	5.0
155	23	36.0	14.0
155	146	0.0	1.0
155	181	0.0	2.0
155	68	14.0	10.0
155	0	0.0	2.0
155	159	0.0	9.0
155	30	18.0	2.0
155	7	0.0	6.0
155	15	14.0	2.0
155	718	20.0	10.0
155	209	20.0	14.0
155	11	12.0	5.0
155	163	16.0	10.0
155	24	18.0	5.0
155	12	0.0	6.0
155	10	16.0	1.0
155	65	12.0	10.0
155	368	14.0	14.0
155	16	16.0	2.0
155	375	14.0	9.0
155	198	14.0	6.0
155	2	0.0	1.0
155	26	12.0	1.0
155	468	14.0	10.0
155	70	14.0	9.0
155	248	16.0	9.0
156	403	0.0	10.0
156	481	6.0	10.0
156	25	12.0	5.0
156	1	12.0	6.0
156	11	10.0	5.0
156	153	16.0	10.0
156	30	16.0	1.0
156	15	0.0	1.0
156	10	14.0	2.0
156	26	12.0	2.0
156	205	10.0	9.0
156	12	14.0	5.0
156	372	14.0	9.0
156	226	10.0	9.0
156	377	14.0	10.0
156	3	0.0	6.0
156	145	0.0	1.0
156	366	10.0	10.0
156	16	12.0	1.0
156	0	10.0	1.0
156	850	0.0	10.0
156	171	0.0	5.0
156	150	0.0	9.0
156	155	12.0	6.0
156	2	10.0	2.0
156	27	14.0	2.0
156	290	14.0	6.0
156	7	10.0	6.0
156	148	16.0	2.0
156	24	12.0	5.0
156	50	10.0	9.0
157	7	16.0	5.0
157	114	18.0	1.0
157	12	0.0	2.0
157	3	0.0	2.0
157	27	0.0	1.0
157	851	16.0	6.0
157	43	18.0	9.0
157	483	14.0	2.0
157	2	0.0	1.0
157	15	0.0	1.0
157	852	0.0	10.0
157	10	0.0	5.0
157	337	20.0	9.0
157	105	16.0	9.0
157	11	0.0	2.0
157	24	12.0	5.0
157	50	18.0	10.0
157	25	16.0	5.0
157	45	14.0	10.0
157	44	12.0	6.0
157	56	14.0	6.0
157	30	0.0	2.0
157	853	20.0	9.0
157	51	18.0	6.0
157	476	0.0	5.0
157	26	18.0	1.0
157	16	0.0	2.0
157	47	16.0	9.0
157	57	20.0	10.0
157	107	10.0	10.0
158	854	24.0	10.0
158	29	16.0	17.0
158	1	18.0	5.0
158	855	0.0	9.0
158	25	0.0	5.0
158	16	0.0	1.0
158	23	36.0	18.0
158	27	18.0	1.0
158	856	32.0	9.0
158	11	14.0	5.0
158	857	16.0	10.0
158	10	16.0	2.0
158	39	18.0	18.0
158	26	0.0	1.0
158	858	15.0	17.0
158	859	36.0	10.0
158	860	16.0	14.0
158	861	36.0	17.0
158	0	18.0	1.0
158	862	18.0	10.0
158	164	16.0	2.0
158	12	18.0	5.0
158	468	20.0	18.0
158	23	0.0	17.0
158	854	0.0	9.0
158	863	32.0	14.0
158	24	0.0	5.0
158	430	0.0	1.0
158	7	0.0	18.0
158	864	32.0	18.0
158	30	14.0	2.0
158	2	12.0	2.0
158	172	0.0	2.0
158	4	16.0	18.0
158	865	16.0	14.0
158	866	18.0	9.0
159	45	14.0	10.0
159	0	18.0	2.0
159	57	14.0	10.0
159	3	0.0	2.0
159	43	16.0	2.0
159	47	16.0	9.0
159	150	16.0	5.0
159	15	0.0	1.0
159	56	16.0	5.0
159	42	10.0	9.0
159	479	0.0	1.0
159	44	12.0	5.0
159	54	14.0	10.0
159	49	16.0	9.0
159	584	0.0	10.0
159	24	16.0	5.0
159	51	16.0	5.0
159	672	14.0	14.0
159	7	14.0	9.0
159	5	14.0	14.0
159	52	14.0	10.0
159	23	40.0	14.0
159	2	0.0	1.0
159	30	18.0	2.0
159	340	16.0	14.0
159	79	0.0	1.0
159	27	14.0	1.0
159	26	12.0	1.0
159	16	16.0	2.0
159	46	14.0	9.0
160	346	14.0	14.0
160	29	12.0	9.0
160	25	0.0	5.0
160	155	12.0	6.0
160	12	0.0	6.0
160	11	14.0	5.0
160	572	0.0	14.0
160	651	0.0	17.0
160	461	0.0	14.0
160	163	20.0	5.0
160	0	14.0	2.0
160	488	0.0	2.0
160	33	0.0	1.0
160	15	0.0	2.0
160	27	16.0	1.0
160	3	14.0	5.0
160	50	16.0	9.0
160	1	10.0	6.0
160	5	12.0	9.0
160	7	12.0	6.0
160	24	12.0	5.0
160	39	18.0	14.0
160	75	18.0	17.0
160	26	12.0	1.0
160	2	14.0	1.0
160	205	18.0	9.0
160	10	14.0	1.0
160	30	16.0	2.0
160	79	0.0	1.0
160	362	18.0	14.0
160	867	18.0	17.0
160	288	14.0	6.0
160	372	12.0	9.0
160	16	16.0	2.0
161	483	0.0	10.0
161	7	0.0	10.0
161	16	12.0	1.0
161	15	0.0	1.0
161	26	10.0	2.0
161	6	0.0	6.0
161	30	14.0	1.0
161	1	12.0	5.0
161	151	18.0	1.0
161	3	14.0	5.0
161	2	14.0	2.0
161	25	14.0	6.0
161	24	12.0	6.0
161	118	16.0	2.0
161	247	0.0	6.0
161	38	0.0	10.0
161	366	10.0	10.0
161	11	10.0	6.0
161	12	12.0	5.0
161	10	0.0	2.0
161	377	10.0	5.0
161	0	10.0	1.0
161	163	12.0	5.0
161	27	12.0	2.0
162	79	0.0	1.0
162	220	0.0	10.0
162	107	16.0	10.0
162	27	16.0	1.0
162	12	16.0	2.0
162	108	0.0	1.0
162	358	14.0	10.0
162	16	0.0	2.0
162	105	12.0	10.0
162	10	0.0	9.0
162	405	12.0	9.0
162	110	16.0	14.0
162	51	10.0	5.0
162	43	0.0	2.0
162	47	14.0	10.0
162	15	0.0	1.0
162	3	16.0	5.0
162	26	0.0	1.0
162	422	0.0	2.0
162	56	14.0	5.0
162	2	0.0	1.0
162	7	14.0	9.0
162	207	16.0	14.0
162	45	18.0	9.0
162	25	18.0	5.0
162	588	16.0	14.0
162	468	16.0	14.0
162	57	18.0	9.0
162	30	16.0	2.0
162	44	16.0	5.0
163	1	12.0	6.0
163	15	0.0	2.0
163	868	0.0	9.0
163	288	0.0	2.0
163	31	0.0	2.0
163	35	14.0	9.0
163	2	0.0	1.0
163	869	16.0	9.0
163	408	0.0	6.0
163	27	0.0	1.0
163	24	12.0	2.0
163	12	0.0	5.0
163	454	14.0	1.0
163	84	12.0	9.0
163	3	16.0	5.0
163	870	14.0	9.0
163	30	16.0	5.0
163	7	12.0	6.0
163	26	0.0	1.0
163	5	12.0	10.0
163	806	0.0	9.0
163	415	14.0	6.0
163	112	12.0	10.0
163	476	20.0	6.0
163	25	14.0	5.0
163	11	0.0	5.0
163	10	0.0	1.0
163	0	16.0	2.0
163	16	0.0	2.0
163	248	10.0	9.0
164	25	14.0	5.0
164	50	10.0	10.0
164	27	8.0	1.0
164	369	14.0	5.0
164	7	8.0	9.0
164	49	16.0	10.0
164	2	16.0	1.0
164	47	18.0	10.0
164	43	0.0	2.0
164	10	14.0	5.0
164	46	8.0	10.0
164	3	0.0	2.0
164	11	0.0	5.0
164	44	16.0	6.0
164	0	14.0	2.0
164	37	0.0	6.0
164	15	14.0	1.0
164	16	10.0	2.0
164	51	12.0	6.0
164	30	12.0	2.0
164	45	16.0	9.0
164	24	12.0	5.0
164	42	14.0	10.0
164	56	16.0	6.0
164	54	10.0	9.0
164	52	14.0	9.0
164	57	14.0	9.0
164	26	8.0	1.0
165	24	0.0	5.0
165	131	0.0	2.0
165	3	0.0	6.0
165	10	16.0	1.0
165	0	0.0	2.0
165	2	0.0	1.0
165	26	0.0	1.0
165	468	18.0	9.0
165	25	0.0	5.0
165	11	14.0	5.0
165	27	0.0	1.0
165	491	0.0	2.0
165	179	0.0	9.0
165	7	12.0	6.0
165	69	14.0	9.0
165	68	14.0	6.0
165	15	14.0	2.0
165	303	14.0	9.0
165	150	0.0	2.0
165	1	16.0	6.0
165	16	16.0	2.0
165	30	14.0	5.0
165	567	14.0	9.0
165	50	12.0	9.0
165	70	18.0	6.0
165	12	18.0	5.0
165	79	0.0	6.0
166	193	20.0	6.0
166	55	20.0	9.0
166	871	20.0	9.0
166	435	20.0	14.0
166	57	18.0	10.0
166	338	0.0	6.0
166	7	18.0	6.0
166	54	14.0	6.0
166	337	18.0	14.0
166	197	18.0	2.0
166	23	40.0	14.0
166	44	20.0	9.0
166	872	16.0	10.0
166	833	18.0	9.0
166	153	18.0	10.0
166	116	18.0	18.0
166	60	0.0	1.0
166	2	20.0	1.0
166	332	20.0	10.0
166	56	20.0	9.0
166	52	18.0	10.0
166	110	20.0	18.0
166	15	0.0	1.0
166	340	20.0	14.0
166	43	20.0	2.0
166	326	0.0	18.0
166	26	20.0	1.0
166	27	16.0	1.0
166	339	20.0	14.0
166	3	0.0	2.0
166	45	18.0	10.0
166	329	20.0	6.0
166	0	20.0	2.0
166	334	20.0	18.0
166	51	20.0	9.0
166	30	18.0	2.0
166	187	0.0	2.0
166	24	18.0	6.0
167	48	16.0	10.0
167	36	0.0	2.0
167	116	18.0	14.0
167	27	0.0	1.0
167	43	18.0	2.0
167	25	20.0	5.0
